title,price
"15.6"" Lenovo V15-ADA Ryzen 5 3500 8GB 512GB SSD Windows 10 Professional Portatīvais dators",535.49
Lenovo IdeaPad 3 17IAU7 (82RL0012MX),536.9
Acer TravelMate P2 TMP215-41-G2-R5NS,537.87
"14"" Ideapad 5 Ryzen 5 5500U 8GB 512GB SSD Windows 10 Portatīvais dators",539.99
"Portatīvais dators 15.6"" Ideapad 3 Ryzen 5 3500U 8GB 512GB SSD Windows 10 15ADA05",539.99
"Portatīvais dators 15.6"" Ideapad 3 Ryzen 5 5500U 8GB 256GB SSD Windows 11 15ALC6",539.99
"15.6"" V15-IIL i5-1035G1 8GB 256GB SSD Windows 10 Professional Portatīvais dators",539.99
HP 15s-eq2061no,543.0
Acer Aspire 3 A315-24P,543.0
Acer Aspire 3 A315-24P-R3NB,543.0
HP 14a-na1006ns,543.76
HP Chromebook 15a-na0000ns,544.4
"15.6"" ThinkBook Ryzen 3 4300U 8GB 256GB SSD Windows 10 Professional Portatīvais dators",545.99
HP Chromebook X360,546.03
"Acer Aspire 3, nešiojamas kompiuteris",546.7
"Lenovo Notebook V15 G2 ITL I3-1115G4 8GB 512GB SSD 15,6""",547.53
"Dell Vostro 14 3420, 14 "", WVA, FHD, 1920 x 1080, Anti-glare, Intel Core i5, i5-1235U, 16 GB, DDR4, SSD 512 GB, Intel Iris Xe Graphics, ENG, Black",548.0
"Lenovo IdeaPad 5 15ITL05 i5-1155G7 15.6"" FHD IPS 300nits AG 8GB DDR4 3200 SSD512 Intel Iris Xe Graphics Win10 Platinum Grey Portatīvais dators",549.9
"14"" Ideapad 5 Ryzen 7 5700U 8 GB 256GB SSD Windows 10 Portatīvais dators",549.99
"15.6"" Ideapad 3 Ryzen 5 5625U 8GB 512GB SSD FHD Windows 11 15ABA7 Portatīvais dators",549.99
"15.6"" ExpertBook P1 i3-1115G4 8GB 512GB SSD Windows 11 Professional P1512CEA Portatīvais dators",549.99
HP 15s 584Y0EA,552.0
HP Laptop 15-fc0008no (7Y0M6EA),554.0
"15.6"" Lenovo V15 G2 Ryzen 5 5500U 8GB 256GB SSD Windows 10 Professional Portatīvais dators",556.49
"15.6"" Ideapad 3 i5-10210U 8GB 512GB SSD Windows 11 Portatīvais dators",556.49
Asus Vivobook Go 15 OLED (E1504FA-BQ251W),557.0
Laptop ThinkPad L14 AMD G1 20U6S48P00 W10Pro 4650U/ 8GB/ 256GB/ INT/ 14.0 FHD/ 1YR CI Portatīvais dators,559.0
"MacBook Pro 2015 Retina 15"" - Core i7 2.2GHz / 16GB / 256GB SSD (Atjaunināts, stāvoklis kā jauns)",559.0
"Dell Vostro 15 3525, Ryzen 5 5500U, 8GB, 256SSD, Win11H",559.0
Asus Chromebook CX1500CKA-EJ0181,559.07
Asus CX1400CKA-EK0138,559.07
"15.6"" HP 450 G7 i5-10210U 8GB 1TB DOS Portatīvais dators",559.99
"15.6"" Lenovo Ideapad 5 Ryzen 7 4700U 8GB 512GB SSD Windows 10 Portatīvais dators",559.99
"14"" ThinkPad E14 G2 Ryzen 3 4300U 16GB 512GB SSD Windows 10 Professional Portatīvais dators",559.99
"Portatīvais dators 14"" Ideapad S540 Ryzen 7 3700U 8GB 512GB SSD Windows 10",559.99
Lenovo Ideapad 5-14ARE Ryzen 5 4500U 8GB 512GB SSD Windows 10 Home Black,559.99
Dell Vostro 14 3420,560.0
Dell Vostro 15 3520,560.0
"Dell Vostro 14 3420, 14"", WVA, FHD, 1920 x 1080, Anti-glare, Intel Core i3, i3-1215U, 8 GB, DDR4, SSD 256 GB, Intel UHD Graphics, Windows 11 Pro, ENG, Black",561.0
Dell Vostro 15 3535,562.0
Acer Chromebook 315-4H,562.19
Asus VivoBook P1511CJA-BQ771R,562.95
HP 5T910EA,566.0
Laptop V15 G2 82KB016JPB W11Pro i3-1115G4/ 8GB/ 256GB/ INT/ 15.6 FHD/ Black/ 3YRS OS Portatīvais dators,566.22
Asus ExpertBook B1 B1502CBA-NJ1108,566.51
Lenovo V15-IIL i5-1035G1 8GB 256GB SSD W10 Portatīvais dators,566.99
"15.6"" Lenovo Ideapad 3 R5-4500U 16GB 512GB SSD Windows 10 Portatīvais dators",566.99
455 G7 Ryzen 5 4500U 8GB 256GB SSD Windows 10 Professional Portatīvais dators,566.99
ASUS ExpertBook P1 14” FHD/ I3-1115G4 / 8GB / 256GB SSD / W11P/ 2Y/EN,568.0
"iMac 2014 Retina 5K 27"" - Core i5 3.5GHz / 8GB / 1TB Fusion drive (Atjaunināts, stāvoklis kā jauns)",569.0
Asus Vivobook X1502ZA,569.69
"17.3"" Ideapad 3 Ryzen 5 3500U 8GB 512GB SSD Windows 10 Portatīvais dators",569.99
"14"" ThinkPad E14 G2 Ryzen 3 4300U 8GB 1TB SSD Windows 10 Professional Portatīvais dators",569.99
"15.6"" Ideapad 3 Ryzen 5 5500U 16GB 512GB SSD Windows 10",569.99
"15.6"" 15s Ryzen 5-4500U 8GB 512GB SSD Windows 11 Portatīvais dators",569.99
"Lenovo IdeaPad Slim 3 16ABR8, 16'', WUXGA, Ryzen 5, 8 GB, 512 GB, ENG, arctic gray",570.0
"ASUS D515DA-EJ1396W Notebook 39.6 cm (15.6"") HD AMD Ryzen™ 3 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) Windows 11 Home in S mode Grey Portatīvais dators",572.26
Asus VivoBook 15 E510,572.5
Asus VivoBook 17X K1703ZA-WH34,573.46
Dell Vostro 14 3420,574.0
Lenovo Yoga 370 13.3 Touch 1920x1080 i5-7300U 8GB 1TB SSD M.2 NVME WIN10Pro WEBCAM RENEW [refurbished],575.59
Lenovo IdeaPad Flex 5 82XX0066MX,577.0
"Acer Aspire A315-56-32EG, i3-1005G1|15.6""|RAM 8GB|DDR4|SSD 512GB|Intel UHD Graphics|ENG/RUS|Windows 11 Home|Black|1.9 kg|NX.HS5EL.00N",577.04
"15.6"" Ideapad 3 i5-1135G7 8GB 512GB SSD Winodws 10 Portatīvais dators",577.49
"15.6"" Ideapad S145 i5-1035G1 8GB 512GB SSD Windows 10 Portatīvais dators",577.49
HP 15s 597A9EA,578.0
Asus ExpertBook P1 14` FHD /I3-1115G4/RAM 8GB/SSD 256GB/WIN11P/2Y/EN,579.0
"15.6"" Lenovo ideapad 5 Ryzen 7 5700U 8GB 512GB SSD Windows 10 Portatīvais dators",579.99
HP Laptop 14-ep0935no (80M86EA),580.0
Lenovo IdeaPad 1 15AMN7 82VG0077MX,581.0
"ASUS X515EA-BQ1877W i5-1135G7 15.6"" FHD IPS AG 8GB DDR4 SSD512 UHD Graphics WLAN+BT Cam Win11 37WHrs Transparent Silver Portatīvais dators",582.0
Asus Vivobook 15 K513EA-L11309W,584.43
Asus VivoBook 16X,585.0
Acer Aspire A515-48M-R6L6,585.0
HP NA0012NF,586.92
Lenovo V14 G3 IAP 82TS000MMH,586.99
Lenovo Ideapad 3 i5-1135G7 12GB 512GB SSD Windows 10 Portatīvais dators,587.99
"14"" Yoga S940 i5-8265U 8GB 256GB SSD Windows 10 Portatīvais dators",587.99
HP 15s-EQ3419NW 5625U,588.0
Asus Vivobook Go 15 OLED (E1504FA-L1252W),588.0
Dell Vostro 14 3430,588.0
Dell Vostro 15 3530,588.0
Dell Vostro 15 3520,588.0
Lenovo V15,588.19
"HP 15s-fq2179ns 15,6"" I3-1115G4 8 GB RAM 256 GB SSD W11H",588.51
Asus ExpertBook P1 P1412CEA-EK1094X,588.59
"MacBook Air 2019 Retina 13"" - Core i5 1.6GHz / 8GB / 128GB SSD (Atjaunināts, stāvoklis kā jauns)",589.0
"15.6"" Ideapad 3 Ryzen 5 5625U 8GB 1TB SSD FHD Windows 11 15ABA7 Portatīvais dators",589.99
"15.6"" ExpertBook P1 i3-1115G4 8GB 1TB SSD Windows 11 Professional P1512CEA Portatīvais dators",589.99
"14"" ThinkPad E14 G2 Ryzen 3 4300U 16GB 1TB SSD Windows 10 Professional Portatīvais dators",589.99
"Portatīvais dators 15.6"" V15 G2 ALC Ryzen 7 5700U 16GB 512GB SSD Windows 10",589.99
"15.6"" ThinkPad E15 G2 i3-1115G4 8GB 256GB SSD FHD Windows 11 Pro Portatīvais dators",589.99
Asus Vivobook Go 15 OLED E1504FA-L1252W,591.0
"Acer Piezīmju Grāmatiņa Acer CB317-1H-C3XX 4 GB RAM 17,3"" 64 GB eMMC Intel Celeron N4020 Azerty Francūzis",592.04
"HP 255 G9 256 GB SSD 15,6"" 8 GB RAM Full HD",592.21
"Lenovo IdeaPad 1 15AMN7, 15,6"", FHD, Ryzen 5, 8 GB, 512 GB, Radeon 610M, ENG, gray",592.4
Acer Chromebook 314 CB314-2HT-K3WH,594.58
Dell Vostro 14 3491,595.0
Dell Inspiron 15 3525,596.0
Dell Vostro 3530,598.0
Dell Vostro 15 3520,599.0
"DELL Latitude 5480 i5-6300U 14.0 FHD TouchScreen 8GB RAM 128GB SSD WebCam Win 10 Pro, atjaunots",599.0
"Mac mini 2020 - M1 / 8GB / 512GB SSD (Atjaunināts, stāvoklis kā jauns)",599.0
"14"" Ideapad 5 Ryzen 7 4800U 8GB 512GB SSD Windows 10 Portatīvais dators",599.99
"14"" Ideapad 5 Ryzen 7 5700U 8GB 512GB SSD Windows 10 Portatīvais dators",599.99
Portatīvais dators 445 G7 Ryzen 5 4500U 16GB 256GB SSD Windows 10 Professional,599.99
"Portatīvais dators 15.6"" Thinkbook 15 G2 i3-1115G4 8GB 256GB SSD Windows 10 Professional",599.99
"14"" Yoga 7 Ryzen 7 4800U 8GB 512GB SSD Windows 10 Portatīvais dators",599.99
"Dell Vostro 15 3520, i5-1235U, 16GB, 512SSD, DOS",600.0
"Lenovo IdeaPad 3 15ALC6 Ryzen 7 5700U 15.6"" FHD IPS 300nits AG 8GB DDR4 3200 SSD512 AMD Radeon Graphics Win11 Arctic Grey Portatīvais dators",600.0
Dell Vostro 15 3520,600.0
Lenovo V15 G3 IAP (82TT00BAMX),600.0
Asus CX1700CKA,600.91
Asus VivoBook 15 X515EA (X515EA-BQ1226),601.0
"Asus VivoBook Series M1502IA-BQ068W 4600H|3000 MHz|15.6 ""|1920x1080|RAM 8 GB|DDR4|SSD 512 GB|AMD Radeon Graphics|Integrated|ENG|Windows 11 Home|Silver|1.7 kg|90NB0Y52-M003W0",602.0
"Portatīvais dators Lenovo IdeaPad 315ITL6 i5-1135G7 15.6"" FHD IPS 300nits Anti-glare 4GB Soldered DDR4-3200 + 4GB SO-DIMM DDR4-3200 512GB SSD M.2 2280 PCIe 3.0x4 NVMe Intel Iris Xe Graphics 82H801QSPB Windows 11 Home Arctic Grey",602.0
Dell Vostro 15 3535,602.0
Dell Vostro 14 3420,602.0
Asus Vivobook Go 14 (L1404FA-NK142W),603.0
"Piezīmju Grāmatiņa Acer EX215 22 15,6"" R5-3500U 256 GB SSD 256 GB SSD 15,6"" AMD Ryzen 5 3500U",603.62
"Notebook|TOSHIBA|Satellite Pro|Dynabook C50D-B-116|CPU 5800U|1900 MHz|15.6""|1920x1080|RAM 8GB|DDR4|3200 MHz|SSD 256GB|AMD Radeon Graphics|Integrated|E",605.0
Acer TravelMate TMP215-41-G3-R1HC,605.0
"Hiro Laptop HIRO BX151 15,6"" - i3-1115G4, 8GB RAM, 512GB SSD M.2, W11",606.0
Acer Aspire A315-44P-R01E (NX.KSJEL.005),607.0
Lenovo IdeaPad 3 15IAU7 (82RK006NPB),607.79
"Acer Aspire 3 Spāņu Qwerty Pelēks 256 GB SSD 15,6"" 8 GB RAM Intel© Core™ i5-1035G1",608.11
Lenovo V15,608.26
"15.6"" V15 G2 i5-1135G7 8GB 512GB SSD Windows 10 Professional Portatīvais dators",608.99
HP 4K7E1EA#UUW,609.0
Asus VivoBook 15 X1500EA-BQ3296W,609.06
HP 255 G9,609.06
HP Chromebook X360,609.82
15.6''450 G7 ProBook i5-10210U 8GB 256GB SSD Windows 10 Professional Portatīvais dators,609.99
"Portatīvais dators 14"" Ideapad 5 i5-1035G1 8GB 512GB SSD Windows 10 14IIL05",609.99
Asus Vivobook Go 15 OLED E1504FA,609.99
"Portatīvais dators 15.6"" Ideapad 5 Ryzen 7 4800U 8GB 512GB SSD Windows 10 15ARE05",609.99
"17.3"" Ideapad 3 i5-1135G7 8GB 512GB SSD Windows 10 17ITL6 Portatīvais dators",609.99
"NB K513EA CI3-1115G4 15"" 8GB/ 512GB W11 K513EA-L13187W ASUS Portatīvais dators",610.0
HP 15S-EQ2704NW 4H388EA,610.24
"Lenovo IdeaPad 3 15ABA7, Ryzen 7 5825U, 15.6"" FHD 300nits, 8GB DDR4 3200, SSD 512, AMD Radeon Graphics, DOS, Arctic Grey",610.39
"Portatīvais dators HP 250 G8 8GB 256 GB SSD 15.6""",611.09
Lenovo IdeaPad Flex 5 16IAU7 82R800A8LT,612.0
HP Laptop 15-fc0002no (7Y0M5EA),612.0
Lenovo IdeaPad 3 15ALC6 (82KU018HPB),613.0
Lenovo IdeaPad 3 17ALC6 (82KV00DFPB),613.0
Dell Vostro 15 3535,614.0
"Dell Vostro 14 3420, 14"", WVA, FHD, 1920 x 1080, Anti-glare, Intel Core i5, i5-1235U, 8 GB, DDR4, SSD 256 GB, Intel UHD Graphics, Windows 11 Pro, ENG, Black",614.0
"Lenovo IdeaPad 3 17ITL6 Intel Celeron 6305 128 GB SSD 4 GB RAM 17,3""",614.87
Lenovo IdeaPad 3 17ITL6 82H9010JPB,615.0
HP 14b-na0013ns,615.63
Acer Aspire A515-48M-R2RU,616.0
Dell Vostro 15 3530,616.0
"Dell Vostro 14 3420, i3-1215U, 8GB, 256SSD, Win11H",618.0
Dell Vostro 15 3530,618.0
Lenovo V15,619.33
"15"" HP 15-dw i5-1135G7 8GB 512GB SSD Windows 10 Portatīvais dators",619.49
"ASUS 15.6"" Vivobook X1502ZA i3-1220P 16GB 1TB SSD FHD Windows 11",619.99
"14"" Yoga Slim 7 i5-1135G7 8GB 512GB SSD Winodws 10 14ITL05 Portatīvais dators",619.99
Asus 90NB0VX2-M00BA0,620.0
HP 250 G9,620.29
Medion Akoya E16401 MD62264,620.48
Asus ExpertBook B1,621.09
"Dell Inspiron 15 3511, i5-1135G7, 15,6"" FHD WVA Matt, 8GB DDR4 3200, SSD256, Intel Iris Xe Graphics, Win11",622.0
Dell Inspiron 3511,623.61
Lenovo IdeaPad Slim 3 16ABR8 (82XR003AMX),625.0
"Lenovo 256 GB SSD 15,6"" AMD Ryzen 5",625.34
HP Chromebook 15a-na0002ns,626.66
"Portatīvais dators Lenovo V15 Intel Core I3-1215U Spāņu Qwerty 512 GB SSD 15,6""",627.03
"Acer EX215 22 15,6"" R5-3500U 512 GB SSD 512 GB SSD 15,6"" 8 GB RAM AMD Ryzen 5 3500U",627.15
"HP Pavilion 15-eh1017ny Ryzen 5 5500U, 15.6 FHD AG, 8GB, 1TB, No ODD, KBD BL, W10H6",627.48
Asus B1400CBA,627.48
Dell Vostro 15 3520,628.0
Dell Vostro 14 3430,628.0
"Dell Inspiron 3511 i5-1135G7 15.6""FHD WVA Matt 16GB DDR4 3200 SSD512 Intel Iris Xe Graphics WLAN+BT Win11 Czarny Portatīvais dators",628.8
Asus Chromebook Flip CM1 CM1400FXA-EC0109,628.83
"Asus 90NX05E1-M002R0 i3-1115G4 8GB 256GB SSD 15.6""",628.99
Asus Expertbook B1502CBA-BQ0148X,629.0
MacBook Pro 2016 Retina,629.0
Lenovo Ideapad 5 i7-1165G7 8GB 512GB SSD Windows 10 Portatīvais dators,629.99
"15.6"" ExpertBook P1 i3-1115G4 16GB 1TB SSD Windows 11 Professional P1512CEA",629.99
"14"" ThinkPad E14 G2 i5- 1135G7 8GB 256GB SSD Windows 11 Professional Portatīvais dators",629.99
Dell Vostro 3510 (N8802VN3510EMEA01_N1_PS),630.0
"HP 15S-EQ2133NS 15.6"" R5-5500U 8GB RAM 256GB SSD",630.07
HP 255 G9,631.0
"Lenovo IdeaPad 5 14ALC05 Ryzen 5 5500U 14"" FHD IPS 300nits AG 8GB DDR4 3200 SSD512 AMD Radeon Graphics Win11 Platinum Grey Portatīvais dators",631.4
"Hiro Laptop HIRO BX150 15,6"" - i3-1115G4,8GB RAM, 512GB SSD M.2, W11",632.0
Asus Flip CX1,633.51
Lenovo IdeaPad Slim 3 82X6001BMX,634.0
Lenovo IdeaPad 3 17ITL6 82H900DAPB,634.0
HP 15s 685A1EA|5M216,635.0
Lenovo IdeaPad 5 15ABA7 82SG004PPB,636.59
HP 17-CP0700D,637.53
HP ProBook 455 G9 Pike S,638.0
Dell Vostro 3420 N4300PVNB3420EMEA01,638.0
Asus ExpertBook B1 B1502CBA-NJ1111W,638.21
"Lenovo Essential V15-IAP 15.6"" 1920 x 1080 i5-1235U 256 GB 8 GB Intel UHD Graphics",638.4
Asus Vivobook Go 15 OLED E1504FA-L1252W,639.0
Medion Akoya E15301,639.26
Asus VivoBook 14 R1400,639.55
Asus Vivobook Go 15 OLED (E1504FA-L1253W),639.99
Asus Vivobook Go 15 OLED E1504FA,639.99
"Portatīvais dators 15.6"" Lenovo ideapad 3 Ryzen 7 4700U 8GB 512GB SSD Windows 10 15ARE05",639.99
Dell Vostro 14 3435,640.0
Dell Vostro 15 3535,640.0
Dell Vostro 15 3535,640.0
Dell Vostro 14 3420,640.0
"Dell Inspiron 15 3511 i5-1135G7 15,6""FHD AG 8GB DDR4 3200 SSD512 Intel Iris Xe Graphics Win11",640.0
Acer TravelMate TMP215-41-G3-R238,641.0
Acer Aspire 5 A515-45 (NX.A84EP.00B),643.0
Dell Vostro 3525 N1515PVNB3525EMEA01,643.0
Asus F1500EA-BQ2649W,643.14
Asus X515EA-BQ1735W,644.65
"Portatīvais dators Lenovo V15 AMD Ryzen 5 5500U Spāņu Qwerty 512 GB SSD 15,6"" 16 GB RAM",645.35
Lenovo V15,645.94
"HP 15S-EQ2101NS 15,6"" R5-5500U 8 GB RAM 256 GB SSD",647.7
"Acer Aspire 3 A315-34-C8K1 256 GB SSD 15,6"" 8 GB DDR4 Intel Celeron N4000",647.99
"15.6"" Lenovo Ideapad 3 Ryzen 7 5700 8GB 512GB SSD Windows 10 Portatīvais dators",649.99
455 G7 Ryzen 5 4500U 8GB 512GB SSD Windows 10 Professional Portatīvais dators,649.99
Asus Vivobook D515 (D515UA-EJ576W),652.0
"Notebook|LENOVO|IdeaPad|3 17ABA7|CPU 5625U|2300 MHz|17.3""|1920x1080|RAM 8GB|DDR4|3200 MHz|SSD 512GB|AMD Radeon Graphics|Integrated|ENG|Grey|2.04 kg|82RQ003XPB Portatīvais dators",652.42
Dell Vostro 15 3520,654.0
Dell Vostro 15 3535,654.0
"Portatīvais dators Lenovo V15 AMD Ryzen 3 5300U Spāņu Qwerty 256 GB SSD 15,6"" 8 GB RAM",654.99
Dell Vostro 15 3530,655.0
Lenovo IdeaPad 5 15ABA7 Storm Grey 82SG00BHLT,656.0
HP 14a-na1009ns,656.78
"Piezīmju Grāmatiņa HP 15s-eq2102ns 15,6""",657.37
Lenovo IdeaPad 3 15ALC6,657.56
Lenovo IdeaPad 3 17ABA7 (82RQ002SPB),657.61
Acer Aspire A315-44P-R1G3 (NX.KSJEL.002),658.0
Asus 90NB0ZR2-M00H70,659.0
"HP 15S-FQ2067NF Intel Core i3-1125G4 128 GB 15"" 4 GB RAM",659.0
"14"" Elitebook 745 G6 Ryzen 7 3700U 14GB 512GB SSD Windows 10 Professional Portatīvais dators",659.99
"15.6"" Lenovo Ideapad S145 i7-1065G7 8GB 256GB SSD Windows 10 Portatīvais dators",659.99
Acer Aspire A515-58P-581B,660.0
Dell Inspiron 3525-5516|5M216,661.0
Notebook V15 G2 82KB016MPB W11Home i3-1115G4/ 8GB/ 256GB/ INT/ 15.6 FHD/ Black/ 3YRS OS Portatīvais dators,662.93
"Dell Vostro 16 5635, Ryzen 5 7530U, 8GB, 256SSD, Win11H",663.0
"Lenovo V15 15,6"" AMD R5-5500U 8 GB RAM 512 GB SSD 15,6"" Full HD FHD AMD Ryzen 5 W11H",664.36
Medion Akoya E15301,665.89
Dell Vostro 14 3430,666.0
Dell Vostro 15 3530,666.0
Dell Inspiron 16 Plus 7610,667.0
"Notebook|DELL|Vostro|3525|CPU 5405U|2700 MHz|15.6""|1920x1080|RAM 8GB|DDR4|3200 MHz|SSD 256GB|AMD Radeon Graphics|Integrated|ENG|Windows 11 Home|Titanium Grey|1.94 kg|N1010VNB3525EMEA01_HOM Portatīvais dators",667.0
Dell Vostro 15 3535,667.0
Asus 90NB0TY5-M03HE0,668.0
Dell Vostro 5320,669.0
Dell Vostro 5320,669.0
"Samsung XE520QEA-KB1ES Intel Celeron N4500 64 GB SSD 4 GB RAM 12,4""",669.54
Asus Vivobook Go 15 OLED E1504FA,669.99
Dell Vostro 15 3535,670.0
Alurin Flex Advance,671.04
"Acer Aspire 5, 15.6'', FHD, i5, 16 GB, 512 GB, SWE, steel gray",672.3
Lenovo IdeaPad 3,673.0
"Acer Aspire 5 A515, 15.6'', Ryzen 5, 16 GB, 512 GB, ENG, steel gray - Notebook",674.0
"Lenovo V15 Intel Core i5-1135G7 512 GB SSD 15,6"" 8 GB RAM",674.94
Lenovo IdeaPad Gaming 3 15IHU6 2K101JHPB,676.02
HP 15s-fq5101ns,677.74
Lenovo V15,678.41
DELL Latitude 5580 i7-7600U 15.6 HD 8GB 240GB 930MX Win10 PRO,679.0
455 G7 Ryzen 5 4500U 8GB 1TB SSD Windows 10 Professional Portatīvais dators,679.99
Asus Vivobook M1605YA-MB179W,680.0
LENOVO 20U5004YMH,680.0
"Dell Vostro 14 3420, 14"", WVA, FHD, 1920 x 1080, Anti-glare, Intel Core i5, i5-1235U, 16 GB, DDR4, SSD 512 GB, Intel Iris Xe Graphics, Windows 11 Pro, ENG, Black",680.0
Dell Vostro 14 3435,680.0
"ASUS Zenbook 13 OLED; Ryzen™ 7 5700U|16GB 13.3-inch, FHD (1920 x 1080) OLED|512GB|Windows 11 PRO|Atjaunināts/Renew",680.0
Asus Vivobook Go 15 OLED E1504FA-L1322W,681.0
Dell Latitude 3430,681.0
"Acer EX21552 CI51035G1 15,6"" i5-1035G1 8 GB RAM 256 GB SSD",681.84
HP 17-cn0029nw,684.99
"HP 15S-EQ2134NS AMD Ryzen 5 5500U 512 GB SSD 15,6"" 8 GB RAM",686.61
Asus ExpertBook B1 15.6` FHD/I3-1115G4/RAM 8GB/SSD 256GB/WIN11P/3Y/ EN,687.0
"Notebook|ASUS|VivoBook Series|M1605YA-MB105W|CPU 7530U|2000 MHz|16""|1920x1200|RAM 8GB|DDR4|SSD 512GB|AMD Radeon Graphics|Integrated|ENG|Windows 11 Home|Black|1.88 kg|90NB10R1-M00440 Portatīvais dators",687.0
HP Laptop 15s-eq2104ns,687.15
Asus ExpertBook P1 14` FHD/I5-1135G7/RAM 8GB/SSD 512GB/WIN11P/2Y/EN,688.0
Dell Vostro 15 3530,688.0
Acer Aspire 5 A515 (A515-47-R2YH),688.04
"15.6"" Ideapad Gaming 3 Ryzen 5 5600H 8GB 512GB SSD GTX 1650 Windows 11",689.99
Portatīvais dators 445 G7 Ryzen 5 4500U 16GB 512GB SSD Windows 10 Professional,689.99
Lenovo TB 14 G3 ACL R3 5300U 8/256GB,689.99
Dell Inspiron 15 3520,690.0
HP 15S-FQ5017NS,693.79
"Lenovo ThinkPad Yoga 11e Hybrid (2-in-1) 11.6"" HD Touchscreen Intel Core i5-7200U, 8GB RAM, 128GB eMMC, Wi-Fi 5 (802.11ac), Windows 10 PRO",693.99
Asus ExpertBook B1 (B1500CBA-BQ0481X),694.0
Dell Latitude 3520 15.6 FHD i3-1125G4 16GB 256GB Win11 PRO,695.0
Lenovo IdeaPad 3 17ABA7 (82RQ0024MX),696.0
Asus VivoBook 15 X1502ZA-BQ227W,696.85
"Notebook|ASUS|VivoBook Series|X1605VA-MB028W|CPU i5-13500H|2600 MHz|16""|1920x1200|RAM 8GB|DDR4|SSD 512GB|Intel UHD Graphics|Integrated|ENG|Windows 11 Home|Silver|1.88 kg|90NB10N2-M00490 Portatīvais dators",697.0
"MacBook Air 2020 Retina 13"" - Core i3 1.1GHz / 8GB / 256GB SSD (Atjaunināts, stāvoklis kā jauns)",699.0
"Lenovo ThinkPad E15 (Gen 2), 15.6"", IPS, FHD, 1920 x 1080 pixels, Anti-glare, Intel Core i5, i5-1135G7, 16 GB, DDR4-3200, SSD 512 GB, Intel Iris Xe Graphics, DOS, ENG, melns",699.0
"MacBook Air 2020 Retina 13"" - Core i3 1.1GHz / 8GB / 256GB SSD / SWE / Gold (atjaunots, stāvoklis A)",699.0
"15.6"" 15-db Ryzen 7 3700U 8GB 256GB SSD 1TB HDD DOS Portatīvais dators",699.99
Portatīvais dators 445 G7 Ryzen 5 4500U 16GB 1TB SSD Windows 10 Professional,699.99
"15.6"" Ideapad 3 Ryzen 7 5700U 8GB 512GB SSD Windows 11 15ALC6 Portatīvais dators",699.99
Asus Vivobook Go 15 OLED E1504FA-L1253W,700.0
Dell Vostro 3520,702.94
Dell Inspiron 15 3525 (714219469),703.0
Dell Inspiron 14 5435 (714219463),703.0
Acer TravelMate TMP215-54-302W,707.0
"Dell Latitude 3520 i3-1115G4 3000 MHz|15.6""|1920x1080|RAM 8GB|DDR4|SSD 256GB|Intel UHD Graphics|Integrated|ENG|Windows 11 Pro|1.79 kg|N062L352015EMEA_REF",707.39
Lenovo IdeaPad Flex 5 16IAU7 82R800AAMX,708.0
Asus VivoBook 15 X1502ZA-BQ1178W,708.71
"Acer NX.EGJEB.00P 15.6"" i5-1135G7 8GB 512GB SSD",709.51
Dell Vostro 3525,709.92
"15.6"" 15-fq Ryzen 7 7730U 16GB 1TB SSD FULLHD Windows 11",709.99
"14"" Ideapad 5 i7-1165G7 16GB 512GB SSD NOOS Portatīvais dators",709.99
Asus Vivobook F515 (F515EA-BQ3658W),711.0
Acer TravelMate TMP215-54-39SK,711.0
Lenovo V17 G3 82U1001WPB,711.09
Dell Inspiron 3525-5516|10M216,712.0
Asus Vivobook 16 M1605YA-MB242W,715.0
"Lenovo IdeaPad Flex 5 16ABR8, 16'', touch, WUXGA, Ryzen 5, 16 GB, 512 GB, ENG, arctic gray",716.0
"HP 15,6"" 8 GB RAM Bluetooth 5.0",716.07
"Dators Asus F515EA-BQ3013W 512 GB SSD 15,6"" 8 GB RAM Intel® Core™ i5-1035G7",717.75
"Lenovo Notebook V15 G2 ALC R7-5700U 8GB 512GB SSD 15""",718.64
"MacBook Pro 2019 Retina 13"" 2xUSB-C - Core i5 1.4GHz / 8GB / 128GB SSD Space Gray (atjaunots, stāvoklis A)",719.0
"Asus Vivobook 13 Slate T3300KA-STEVEN, 13.3"", OLED, skārienjutīgs ekrāns FHD, 1920 x 1080, glancēts, Intel Pentium Silver, N6000, 8 GB, LPDDR4X iebūvēts, SSD 256 GB, Intel UHD grafika, Windows 11 Home, 802.11ax, Bluetooth versija 5.2, angļu, Indie melns",719.0
"Asus ExpertBook B1 B1500CEAE-BQ3074 / MIL-STD 810H / i5 / 16GB / 512GB SSD / 15,6"" FHD / Asus illuminated NumberPad / Windows 10 Pro (Star Black)",719.61
"15.6"" Ideapad 3 i7-1065G7 8GB 1TB SSD Windows 10 Portatīvais dators",719.99
HP 15s-eq2002nw (402N1EA),720.36
Lenovo IdeaPad Slim 5,721.0
Asus 90NB0Y82-M00JV0,722.0
"Lenovo IdeaPad Gaming 3 15ACH6 Ryzen 5 5600H 15.6"" FHD IPS 250nits AG 120Hz 16GB DDR4 3200 SSD512 GeForce GTX 1650 4GB LAN Win11 Shadow Black Portatīvais dators",723.24
Dell Vostro 3430,724.0
Lenovo IdeaPad 3 15ITL6 82H803FQPB,724.38
HP 250 G9,724.64
